+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:12:layer1ShiftMux|g_Not1        ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:12:layer1ShiftMux|g_And1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:12:layer1ShiftMux               ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:11:layer1ShiftMux|g_Or1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:11:layer1ShiftMux|g_And2        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:11:layer1ShiftMux|g_Not1        ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:11:layer1ShiftMux|g_And1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:11:layer1ShiftMux               ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:10:layer1ShiftMux|g_Or1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:10:layer1ShiftMux|g_And2        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:10:layer1ShiftMux|g_Not1        ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:10:layer1ShiftMux|g_And1        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:10:layer1ShiftMux               ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:9:layer1ShiftMux|g_Or1          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:9:layer1ShiftMux|g_And2         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:9:layer1ShiftMux|g_Not1         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:9:layer1ShiftMux|g_And1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:9:layer1ShiftMux                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:8:layer1ShiftMux|g_Or1          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:8:layer1ShiftMux|g_And2         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:8:layer1ShiftMux|g_Not1         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:8:layer1ShiftMux|g_And1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:8:layer1ShiftMux                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:7:layer1ShiftMux|g_Or1          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:7:layer1ShiftMux|g_And2         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:7:layer1ShiftMux|g_Not1         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:7:layer1ShiftMux|g_And1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:7:layer1ShiftMux                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:6:layer1ShiftMux|g_Or1          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:6:layer1ShiftMux|g_And2         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:6:layer1ShiftMux|g_Not1         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:6:layer1ShiftMux|g_And1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:6:layer1ShiftMux                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:5:layer1ShiftMux|g_Or1          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:5:layer1ShiftMux|g_And2         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:5:layer1ShiftMux|g_Not1         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:5:layer1ShiftMux|g_And1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:5:layer1ShiftMux                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:4:layer1ShiftMux|g_Or1          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:4:layer1ShiftMux|g_And2         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:4:layer1ShiftMux|g_Not1         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:4:layer1ShiftMux|g_And1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:4:layer1ShiftMux                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:3:layer1ShiftMux|g_Or1          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:3:layer1ShiftMux|g_And2         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:3:layer1ShiftMux|g_Not1         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:3:layer1ShiftMux|g_And1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:3:layer1ShiftMux                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:2:layer1ShiftMux|g_Or1          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:2:layer1ShiftMux|g_And2         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:2:layer1ShiftMux|g_Not1         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:2:layer1ShiftMux|g_And1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:2:layer1ShiftMux                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:1:layer1ShiftMux|g_Or1          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:1:layer1ShiftMux|g_And2         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:1:layer1ShiftMux|g_Not1         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:1:layer1ShiftMux|g_And1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:1:layer1ShiftMux                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:0:layer1ShiftMux|g_Or1          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:0:layer1ShiftMux|g_And2         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:0:layer1ShiftMux|g_Not1         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:0:layer1ShiftMux|g_And1         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|\layer1Shift:0:layer1ShiftMux                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:31:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:31:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:31:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:31:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:31:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:30:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:30:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:30:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:30:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:30:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:29:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:29:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:29:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:29:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:29:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:28:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:28:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:28:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:28:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:28:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:27:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:27:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:27:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:27:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:27:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:26:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:26:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:26:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:26:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:26:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:25:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:25:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:25:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:25:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:25:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:24:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:24:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:24:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:24:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:24:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:23:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:23:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:23:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:23:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:23:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:22:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:22:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:22:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:22:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:22:MUXI           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:21:MUXI|g_Or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:21:MUXI|g_And2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:21:MUXI|g_Not1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MAIN_ALU|LUI_SHIFTED|leftRightShift|\G_NBit_MUX:21:MUXI|g_And1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
